source,target,weight
417,1164,2
631,2462,3
2655,607,1
1387,4083,4
410,156,1
940,366,7
2510,65,1
8,65,1
2292,42,1
13,472,1
40,150,1
5174,416,1
2581,4083,1
610,1084,2
4083,416,5
2990,18,1
52,38,1
24,72,3
23377,749,1
18,678,1
1071,677,4
1132,29,2
294,16795,9
1029,1084,1
506,583,3
405,18,1
5358,331,11
60,24,3
5,3522,3
276,1386,3
984,1020,7
714,4774,1
5286,1041,1
1039,164,4
337,931,4
1158,619,1
1194,762,2
985,1010,11
368,252,3
512,289,4
8492,12,1
39,89,3
527,1038,1
44,25,2
3709,4083,1
1041,1421,3
2968,244,8
199,1025,2
1159,244,4
1211,984,1
2394,41,1
543,3688,1
596,931,1
6182,648,2
399,762,4
22302,800,1
1158,895,1
130,4061,12
1084,5,1
714,8519,1
27568,130,7
22,1123,2
762,3057,1
749,6195,8
167,2036,4
533,20,2
3522,130,7
46,13285,1
4361,5,10
2439,595,1
533,16,3
1108,3711,1
2,1,3
2930,417,3
273,2524,1
1085,347,1
244,3911,2
5570,458,1
18,667,1
42,199,2
1010,985,8
1160,1147,2
46,1023,3
989,1032,6
762,720,2
1020,252,2
332,4085,7
1042,985,4
506,1025,13
2790,506,4
2288,931,3
4111,130,9
331,5268,1
897,1091,1
1104,4271,1
931,29095,1
113,25,2
862,3037,16
839,5,5
9251,31,1
418,630,5
1071,931,3
19,6195,5
16,4,2
276,1390,9
2262,379,2
13,367,10
3489,1123,1
708,800,2
1020,352,2
6195,5,5
40090,6195,1
2722,506,7
27613,130,1
418,609,1
4,57,2
410,679,1
10907,5,1
430,22275,2
1158,786,1
458,130,18
800,192,1
940,273,1
2288,985,2
355,995,3
4271,862,10
1390,862,9
29,1060,1
2921,19164,4
1408,1390,2
1103,46,6
749,5,11
1418,995,1
543,475,2
995,2969,2
1227,150,1
506,1390,12
1038,749,10
3008,25580,1
16795,666,2
512,1150,2
180,2796,1
164,1028,1
180,164,3
1627,5862,1
862,4103,23
252,4114,2
641,1252,2
6195,2,2
416,2481,1
603,984,3
677,358,5
2923,2687,1
1038,11713,1
1038,1390,8
368,2502,1
171,134,3
750,30200,1
1038,6195,8
1429,4172,1
355,141,1
583,131,3
148,1198,1
417,180,2
714,6182,1
180,1028,5
458,4331,3
6195,15374,3
33,42,3
1429,862,13
27,46,3
164,281,6
1627,1267,1
1005,1025,7
281,6399,2
458,380,3
667,244,11
11085,6195,1
512,1416,1
1025,458,11
289,288,2
5621,862,6
1010,11,5
1415,5,4
17194,16795,1
1385,862,20
337,899,2
1290,3161,2
1082,290,3
1411,410,1
3709,5,1
19,46,9
4,8,2
82,1037,1
6684,3008,2
897,237,6
368,162,1
9415,130,3
1025,1627,2
618,289,1
800,704,4
410,1532,2
1158,40,5
800,1103,8
11422,368,1
762,1098,3
3037,130,13
940,472,2
1627,19164,4
12,22041,1
3302,3709,3
1084,1532,3
5107,1038,1
130,9415,4
82,209,3
31,1110,3
1429,10612,1
2331,862,5
338,14171,5
29,164,4
94,23,1
4271,1390,6
6321,873,1
209,331,1
5587,46,1
7042,3008,1
1416,631,1
244,26119,1
1020,1385,2
5358,13,2
800,26789,8
1175,3911,1
984,2793,1
197,46,1
8287,2251,1
1091,15,2
2296,1049,2
1390,22231,2
2,524,1
281,990,6
27484,2722,1
2814,1039,3
1041,18,1
1073,667,2
46,6692,3
16795,1084,3
1533,12405,6
902,244,1
122,19,1
50100,252,3
5621,130,2
252,618,1
2969,3558,1
830,681,1
533,7055,1
1071,699,5
410,2350,1
399,29,4
1035,940,1
41,114,2
703,762,9
2921,398,2
244,1158,12
2424,252,1
631,1020,6
5358,410,1
130,2655,6
3688,164,4
1110,1039,1
1158,417,5
6676,347,1
46933,6574,1
41,33,5
1531,131,1
10561,1387,5
4554,12,2
4153,398,3
273,16795,4
1429,506,10
91,347,1
681,12405,8
430,3522,6
583,2441,1
3008,543,3
416,368,2
130,5862,35
252,1386,11
4,52,3
33,189,1
2464,6574,1
667,1095,2
1025,380,1
237,40,2
86,2036,1
989,405,6
1245,46,1
18,968,2
294,237,1
2867,4542,1
800,1385,6
31,543,3
3631,897,1
244,418,2
164,520,5
410,1387,9
1415,12,2
4083,8322,1
399,272,1
2,422,2
4255,1038,5
16674,1158,1
468,1237,1
1533,2296,4
4114,1210,2
862,44699,1
5,5862,2
10,80,1
583,609,2
148,31,2
1386,800,8
61,595,3
9855,410,1
1049,1084,4
749,46,5
472,512,1
583,750,4
94,42,1
46,1390,10
294,46,3
22045,430,3
1531,237,6
506,964,1
4,42,3
399,31,4
698,931,4
899,29,2
3368,2790,1
865,105,1
984,289,5
30857,79,1
583,2639,2
13,368,5
290,2969,3
27221,347,1
22,985,3
839,12,9
5358,714,2
720,148,2
506,4255,4
2420,3,2
3,33,1
192,33,3
2251,1210,3
830,252,1
990,11,2
1533,2448,3
31,631,4
839,4330,8
36,1123,1
25,107,1
800,5,11
405,22,7
358,1132,4
209,368,1
621,11141,1
142,4035,1
25,43,1
9881,1421,1
1010,410,26
4172,862,10
1084,3601,2
162,257,1
995,1078,2
2921,144,1
418,294,5
349,1181,1
1038,862,7
2921,1408,3
800,4167,1
398,1103,6
40,416,1
273,1041,6
14893,130,1
331,533,1
1159,162,9
839,1038,5
131,5,6
25,71,1
1421,801,1
281,1049,4
750,1095,1
417,3558,2
3,39,4
1049,398,4
252,1104,7
667,5773,1
595,583,4
749,1210,3
648,13,3
252,430,10
2250,46,15
16795,410,45
1025,1210,4
367,2402,1
6195,6692,2
698,631,2
289,31,5
506,4718,10
1416,1041,2
2448,1533,2
506,36745,1
1063,398,1
1387,1627,3
6574,4083,6
2655,1429,3
4102,12,3
2577,289,9
5,4031,2
1533,331,1
11,543,4
12321,36628,1
1132,206,1
990,331,1
2867,288,1
58,410,2
1237,1003,7
2,92,1
1071,267,1
1010,1032,3
1244,5358,4
430,10948,2
452,416,2
862,1385,26
410,8781,1
6692,458,12
79,2407,1
2722,6195,4
9816,800,6
162,44,1
430,5621,6
244,2439,1
276,10603,1
1045,1003,1
16,25,4
1025,8174,1
