source,target,weight
631,1519,1
148,1032,1
358,1027,1
130,11831,1
358,1028,1
512,899,1
630,3010,1
862,5107,1
24,18487,1
46,2919,2
130,4541,1
294,1020,1
150,5648,1
458,2721,1
2783,82,1
989,337,1
46,1408,2
265,379,1
209,800,1
416,1386,2
800,26789,3
1147,8524,1
398,1386,1
1386,2239,2
368,237,1
533,266,1
603,355,1
11,379,1
800,4718,2
631,1037,1
2722,8970,1
290,1081,1
86,347,1
368,134,1
1531,11596,1
22149,5,1
1387,1307,1
6574,130,1
1010,603,1
398,19,1
631,990,1
1390,2722,1
1162,26871,2
6195,4271,1
543,1028,2
932,18,1
399,379,1
416,399,1
940,2497,2
430,18642,1
762,2805,1
940,2867,2
244,209,1
1158,10838,1
221,12,1
148,1039,3
683,3008,1
8970,2250,1
1050,993,1
12,4331,2
512,1003,1
