source,target,weight
631,641,3
180,124,1
1108,331,1
1010,3684,1
130,26789,1
714,614,1
418,40,1
1386,1390,2
5,599,1
533,3057,1
1038,1385,4
1020,1194,1
1390,1436,1
1049,15,1
762,244,1
1049,2687,1
405,2575,1
862,1386,3
1039,3537,1
714,366,1
366,12574,1
416,3522,1
29,379,1
583,210,1
405,683,1
839,1627,3
861,12,1
583,969,3
12,1415,2
458,1005,1
1123,349,2
1039,11141,1
762,703,2
410,16795,6
1237,350,1
415,1416,1
410,1465,1
1180,41,1
410,862,1
337,289,1
1041,714,1
430,36745,1
130,40912,1
252,2424,1
6574,1385,1
3911,1175,1
5,4554,2
931,1132,1
5,607,2
237,367,1
1084,609,1
969,164,1
749,1307,3
631,86,1
5,449,1
410,14171,1
232,252,1
79,65,2
506,408,2
410,506,1
1050,2288,1
533,142,1
1032,989,1
3368,16795,1
750,321,1
897,2296,1
1041,12,1
6195,714,1
19,276,2
6574,416,1
1049,897,2
46,1388,1
1010,1071,1
762,465,2
46,1408,1
405,1194,1
1237,1194,2
430,800,1
1025,4102,2
6574,1387,1
931,1089,1
130,23653,2
9265,5358,1
1049,366,2
1387,19164,1
2,1,1
19,4172,1
150,171,1
399,2964,1
294,162,1
873,350,1
244,583,1
410,2250,1
415,738,1
398,2722,1
583,667,1
1025,6574,1
164,1089,2
897,1531,2
458,2420,1
862,46,1
2282,1108,1
398,252,2
15,65,2
506,4271,2
16795,13222,2
12,4114,1
12,458,3
862,4103,5
5,26789,1
1147,968,1
631,703,2
244,1095,2
1050,5648,1
46,677,1
506,4084,1
252,1386,3
543,2451,1
1132,358,1
2433,142,1
410,897,1
130,4326,9
430,4083,3
189,2921,1
430,355,1
1025,704,1
27,210,1
12,416,2
1158,2969,2
130,13562,4
347,10838,1
3368,134,1
252,4172,1
281,3535,1
1049,1286,1
1627,276,1
641,22,1
252,27347,1
252,4326,1
762,1241,1
1032,677,1
31,44,1
1049,1029,1
1027,1020,1
1627,1286,1
855,3911,1
800,2655,2
2251,4097,1
164,1060,1
130,1091,1
6195,1104,2
6195,4106,1
289,466,1
1049,2296,2
331,260,1
1050,2867,2
862,1387,2
368,1025,1
1038,19164,1
31,180,2
