source,target,weight
1050,150,4
3558,40,2
31,798,1
281,1003,3
42,504,1
367,826,1
2655,276,1
1003,355,2
4361,1038,2
380,862,3
1416,6105,1
873,3523,1
3368,663,1
1108,1532,2
12321,714,1
190,10,1
504,39,1
273,290,1
931,82,1
1110,355,2
11,379,2
4085,1025,1
16,131,1
2454,11,1
44,18,3
430,332,1
27568,749,2
22045,4083,2
39,3,4
855,347,1
2407,1050,1
1165,667,1
472,897,4
677,667,1
698,543,4
150,1030,1
2921,46,3
29228,1082,5
281,5,2
8023,42,1
170,618,1
416,1005,3
417,1080,1
380,398,8
331,2750,1
12,159,1
506,11141,1
199,290,1
1095,398,1
1090,1010,1
417,244,4
4772,1005,1
1146,1071,1
1060,11,2
20519,800,2
347,855,1
418,6195,2
416,12,4
366,3368,2
666,16795,1
4556,79,1
14456,16795,1
86,27,5
447,142,1
276,1386,1
321,60,1
714,1025,1
1388,5380,1
1082,5,1
1010,234,1
4153,12,2
24420,1533,5
2580,1147,1
1388,355,1
82,239,1
276,19,2
1132,281,2
595,12321,1
1049,1436,1
3508,42,1
1032,1035,1
1084,281,2
749,506,5
150,3709,2
167,82,2
1253,1386,1
4097,862,1
1105,862,1
1302,631,1
1010,11,3
1162,826,2
252,1230,1
703,23826,1
52,2783,1
4083,506,4
2288,641,1
410,398,2
10867,969,1
2481,416,2
1181,180,1
1105,252,1
41,1084,1
533,27,2
1060,358,1
9690,862,2
60,15,1
1386,1038,2
4271,458,1
22045,862,3
350,2454,1
4562,1210,1
4103,1025,1
22,826,1
1095,1041,1
3368,21800,1
142,171,1
337,1039,2
1181,281,1
31,36,1
2972,1162,2
40,714,1
12,2477,1
2855,897,1
641,1060,1
79,27,1
26789,6195,1
1301,1084,1
931,289,1
1160,3911,1
506,252,3
25,113,1
1082,14171,2
14,1159,1
338,289,1
2969,273,2
1032,352,1
714,3711,1
3631,1050,1
8970,4331,1
82,1775,1
873,1071,1
2919,862,3
10,25,1
826,273,5
1210,408,1
993,150,1
595,244,1
3911,415,2
150,383,1
3709,1533,1
290,995,3
130,46,8
383,41,1
1429,1245,1
44,82,1
366,472,1
1028,180,1
260,358,1
366,3793,1
897,142,2
1158,16,1
29,11831,1
252,862,5
210,1049,1
11831,416,1
72,41,1
430,281,2
1050,681,1
1390,839,1
1087,368,1
162,1158,1
1386,6195,5
3828,347,1
4171,398,1
6195,5,1
184,130,1
8519,3368,1
80,57,2
383,33,1
1064,237,1
839,4330,1
430,506,2
410,22203,1
28,30,1
466,985,4
1038,18074,1
26,41,1
162,11,2
2254,506,1
352,379,2
969,1175,1
603,33438,1
3535,681,1
3166,40,3
2867,142,2
1038,800,3
383,1082,1
317,60,1
19,1025,4
44,167,2
1426,86,1
150,1049,1
10642,1387,1
3717,1010,1
331,150,2
42,512,2
